id,production_company
45569,Wildheart Films|Screen Australia|Hughes House Film|Wolf Creek Pictures|McMahon International Pictures
44363,ArieScope Pictures|A Bigger Boat
33909,Twentieth Century Fox Film Corporation|Dune Entertainment|Dune Entertainment III|Edward R. Pressman Film
65760,First Generation Films|Mandalay Vision|Samuel Goldwyn Films|Voltage Pictures|Primary Productions
47626,DreamWorks Animation
40247,Sony Pictures Classics|Likely Story|Feelin' Guilty
43434,Egoli Tossell Film AG|Canal+|Arte France|Films en Stock
38407,"Living Films|Weinstein Company, The|Phoenix Pictures|TWC Asian Film Fund"
60011,Film Foundry Partners
50838,TÃ©lÃ©film Canada|Independent Edge FIlms|Canadian Film or Video Production Tax Credit (CPTC)|Province of British Columbia Film Incentive BC|Three-Seven Entertainment
47518,Twisted Pictures|MP Productions|LightTower Entertainment|Twisted Light Productions
35690,Touchstone Pictures
74997,Six Entertainment
44009,Film4|Thin Man Films
44874,Mattel|Evolution Films
45658,Birdsong Pictures|IM Global
33555,The Asylum
29427,Penn Station Entertainment|Participant Media|Imagenation Abu Dhabi FZ|Overture Films
48946,Ruby Films
41180,Sony Pictures Television|Jaffe / Braunstein Entertainment|Fedora Films
51200,Taewon Entertainment|CJ Entertainment|UBU Film|H Plus Communication
27585,Olympus Pictures
39210,American Zoetrope|Focus Features|PathÃ©!|Tohokushinsha
12819,Lions Gate Family Entertainment|Relativity Media|Crest Animation Productions
38031,Antena 3 Films
36950,Bee Holder Productions|Royal Oak Films|HBO Films|Cine Mosaic
47533,Warner Bros. Pictures|Atlas Entertainment|Cartoon Network Studios|Nine/8 Entertainment
51170,Sony Pictures Animation
43920,Angoa-Agicoa|TÃ©lÃ©film Canada|Mars Films|Partizan|Canal+
40205,Disney Channel|Marvista Entertainment
35558,Disney Channel
41135,Infinity Films|Anchor Bay Films
41515,De Line Pictures|Warner Bros. Animation|Sunswept Entertainment|Rhythm and Hues|Picnic Basket
37932,20th Century Fox Film Corporation
35217,Mr. Brown Entertainment Filmproduction GmbH (Potsdam)|SevenPictures|Wiedemann & Berg Filmproduktion|Deutsche Columbia TriStar Filmproduktion|barefoot films
41592,BBC Films|Vertigo Films|Little Gaddesden Productions
48466,DreamWorks Animation
38570,Silver Nitrate Films
38093,Fox Searchlight Pictures|Dune Entertainment|Flavor Unit Entertainment
45162,DC Comics|Warner Premiere
45132,This Is That Productions|Ambush Entertainment|Crimson Bolt
44638,Miramax Films|Touchstone Pictures
41179,2.4.7. Films
45013,Films In Motion
48392,Film i VÃ¤st|Nordisk Film|Film i SkÃ¥ne|Bliss|dfm Fiktion
51736,Frontier Studios
59457,Razor Film Produktion GmbH
51256,DreamWorks Animation
46198,fiftyfilms
45745,Blender Foundation
12685,Boll Kino Beteiligungs GmbH & Co. KG
50337,Cartoon Network Studios
38626,The Mob Film Company
43641,DC Comics|Warner Premiere
44918,The Global Asylum
45272,Maguire Entertainment|Screen Gems|Sony Pictures Home Entertainment
47386,Points North Film
30061,DC Comics|Warner Premiere
39452,Paranoid Pictures
46934,Kanzaman|Prescience|Lipsync Productions|Independent
73211,MACT Productions
43930,Omnilab Media|Ambience Entertainment
45756,Parachute Pictures|TDMP
129269,Discovery Channel Productions
33107,StudioCanal|Abandon Pictures|Sandbar Pictures|Anchor Bay Entertainment|Redrum Films
41382,Cube Vision|Sweepstake Productions
367186,Scott Free Productions|Tandem Communications|The Movie Network (TMN)|Muse Entertainment Enterprises|Movie Central Network
27569,Double Feature Films|CBS Films
278427,20th Century Fox Television
44040,Universal Pictures|Media Rights Capital|Night Chronicles|Relativity Media
46837,Wild Bunch|Desperate Pictures|Super Crispy Entertainment
31007,Destination Films|Scott Free Productions|Film Rites|Samuel Goldwyn Films|Argonaut Pictures
80188,Boy Wonder Films
44716,Zentropa Entertainments
60695,Dan Wigutow Productions|Lifetime Television|Sony Pictures Television
40619,Pixar Animation Studios
39053,Scott Free Productions
29564,Capital Arts Entertainment|Universal Studios Home Entertainment|Working Title Films|Always Split Aces Productions
58446,Lila 9th Productions
71622,Nabu Films|Silencio Rodamos Producciones
64956,Warner Bros. Pictures
89704,Studio Babelsberg
34563,Fox Searchlight Pictures|Dune Entertainment|Sneak Preview Entertainment|Pointe Studios
50090,Showbox
52010,Good Story Productions|POP6|Codex Pictures
48495,Jaffe / Braunstein Enterprise|Lifetime Network
31261,Microsoft
34751,Warner Bros.
46829,Serendipity Point Films
55061,Access Motion Pictures
12201,Icon Productions|BBC Films|GK Films|Warner Bros.
44678,Darclight Films
49787,Lightning Entertainment|Screen Australia|Screen NSW|ProdigyMovies|Mysterious Light
57749,Accelerator Films|Great Southern Land Entertainment|RMB Productions
31035,Paradox Produksjon
44877,Unstoppable Entertainment|Atlantic Swiss Productions|Veneration Music|Retro-juice Productions
70695,iDeal Partners Film Fund
51409,Kojo Pictures|Tatfilm Produktionsges. mbH|Dorje Film|Les Films du Poisson|Canal+
54559,Universal Pictures|Illumination Entertainment
42296,Hit the Ground Running Films
35169,Summit Entertainment|Robert Simonds Productions|Participant Media|Imagenation Abu Dhabi FZ|Furry Vengeance Productions
45324,An Olive Branch Productions|Rollercoaster Entertainment|Vortex Words Pictures|Hannibal Pictures|Trigger Street Productions
37737,Bollywood Hollywood Production
32206,Bullet Films|Rolize GmbH & Co.
43919,ArieScope Pictures|Dark Sky Films
47559,Original Pictures|Sixth Sense Productions
189197,Playtone|HBO|DreamWorks Television
44263,Enlight Pictures|Shanxi Film Studio|Guangzhou Ying Ming Media Co.
44037,Stage 6 Films|Curmudgeon Films|RCR Media Group|UFO Films
70588,Roman Spring Pictures
49350,Disney Channel|9 Story Media Group
43935,Hyde Park Films|platinum studios|Long Distance Films
48832,Titmouse
63561,Akkord Film Produktion GmbH|Drimtim Entertainment|Muse Entertainment Enterprises|Zak Productions|FishCorb Films
42307,Screen Australia|Fulcrum Media Finance|ProdigyMovies
70076,Front Street Pictures|Lifetime Productions
47407,The Asylum|The Global Asylum
38568,RabbitBandini Productions|Werc Werk Works
43942,Chad Troutwine Films|Green Film Company|Human Worldwide|Loki Films
47607,Tiny Ponies
56601,"HighRoad Entertainment|Prelude Pictures|Lone Runner Entertainment|Kenio Films|Perfect Game, The"
47218,Paper Street Films|Tom Sawyer Entertainment|Back Lot Pictures
55692,Blue Sky Studios
36515,Swingin' Productions|M1 Films
43263,Brandman Productions
55215,Film Roman Productions|Starz Media|Electronic Arts (EA)|Gotham Group|Visceral Games
60575,After Dark Films|Dobre Films|Midsummer Films|Vision Entertainment Group
52015,Glass Eye Pix|Belladonna Productions|Off Hollywood Pictures
41988,DC Comics|Warner Bros. Animation
69270,TADORA Filmproduktions|Stallion Media|Studio 407
41827,Fidelity Films|Rumleyvision|ScreenProjex
39312,Outpost Productions
46528,Boram Entertainment Inc.
44992,Warner Bros.|IMAX Space Ltd.
50204,Ealing Studios|Fragile Films|Quickfire Films|Prescience|Aegis Film Fund
43642,Renegade Pictures
59437,First Point Entertainment|Braeburn Entertainment
32916,Warner Bros. Animation
45662,Wonderworld Studios
46812,ApolloMovie Beteiligungs|Thunder Road Pictures|Hollywood Media Bridge|Film Afrika Worldwide
56272,Gato Negro Films
32612,Hollywood Media Bridge|Front Street Pictures|Voltage Pictures
12645,26 Films
37495,Film4|Drafthouse Films|Warp Films|Wild Bunch Distribution
39681,Go Films
43418,New South Wales Film & Television Office|Pacific Film and Television Commission|Screen Australia|The Silence Productions|Lucky Country Productions
50053,"Asylum, The"
62728,BBC Films|StudioCanal|UK Film Council
63727,Filmax
36801,Columbia Pictures|Sony International Motion Picture Production Group
30587,Comedy Central
51859,FUNimation Entertainment|Madhouse
42918,Field Guide Media
25891,UTV Motion Pictures|Michaelson Films
55785,StudioUrania
57419,Intermedia Network
44991,OneZero Productions|Cinescape Productions|6140 Productions|Brillhart / Gonzales Productions
43939,They Are Going To Kill Us Productions
59435,Silverwood Films|iDeal Partners Film Fund|J2 Pictures
35221,Horizon Pictures|K. JAM Media|Bridgegate FIlms|Pangea Media Group
46689,O2 Filmes|Almega Projects
47088,Wild Bunch|Likely Story|Tax Credit Finance|3 Arts Entertainment
34583,Agora Entertainment
52454,The Asylum
46789,Nimbus Film Productions
62878,Reunion Pictures
41556,10th Hole Productions|Benaroya Pictures|Four of a Kind Productions
34335,Hartbreak Films
41584,British Broadcasting Corporation (BBC)
71700,Rampart Films|Raven West Films Ltd.|Resonance Film & Video
57018,BAC Films
45556,F G Film Productions|Premiere Bobine|Screen Tasmania
45752,Warner Home Video
46713,"NGN Productions|Nasser Group, North"
44160,Filmstiftung Nordrhein-Westfalen|Eurimages|MEDIA Programme of the European Union|ZDF/Arte|Heimatfilm
44944,Lions Gate Films
40080,MGM Television
74518,Capture The Flag Films|Noodles Production|Les Films Esplanade|Les Films du Territoire
70925,Sixteen Films|See Saw Films
39440,Paramount Pictures
63578,Revolution Films|British Broadcasting Corporation (BBC)
54700,Flatland Pictures|Saturn Harvest Films|Khartoum
45368,Alexandre Films|New Light Films
47763,Brookstreet Pictures|Wesley Clover Media
53459,Gatlin Pictures|Black Robe|Capital Markets Film Finance
33602,Ruby Films|HBO Films
352812,Walt Disney
57120,Film Science|Evenstar Films
55246,NALA Films
57627,Sahamongkol Film International Co. Ltd.|Workpoint Entertainment
41345,Gunslinger|Gateway Films
52333,CinÃ©tica Filmes e ProduÃ§Ãµes
46138,BBC Films|HanWay Films|UK Film Council|Audley Films LLP|Lipsync Productions
74471,Indelible Productions
39522,The Global Asylum
40720,Gaumont|Original Media|Artina Films|Radar Pictures|Hannover House
31967,Dong Woo Animation
38033,Tiger Tail Entertainment|Deon Taylor Enterprises
48243,Skopia Film|Mythberg Films|Cylinder Production
54532,TLA Releasing|Cinema 175|Whitestone Acquisitions
66195,Splendid Film
43922,Samuel Goldwyn Films|WWE Studios
35688,Lions Gate Films|The Tyler Perry Company
64108,Ominous Productions|NWR Film Productions
35791,Impact Pictures|Davis-Films|Constantin Film Produktion
31196,New Artists Alliance
38883,M6 Films|Same Player|PathÃ©|Scope Pictures|Weber Investissements
27584,Donau Filmproduktion
50037,Chromewood Productions
70862,Lux Digital Pictures|End Films
11761,Lionsgate
44737,Studio Canal
65056,Secret Handshake Entertainment
35691,Mercy Creek Entretainment
57011,Nikkatsu|North CKY
47177,Intandem Films|HMR Films|Black & Blue Films
63498,Isle of Man Film|HanWay Films|Magic Light Pictures|CinemaNX|TelevisiÃ³ de Catalunya TV3
59110,BÃ³rd ScannÃ¡n na hÃ‰ireann|Helsinki Filmi Oy|Ripple World Pictures|Radio TelefÃ­s Ã‰ireann (RTÃ‰)|Suomen ElokuvasÃ¤Ã¤tiÃ¶
43552,Plum Pictures|Herrick Entertainment|Mandalay Vision|Circle of Confusion|Forest Park Pictures
53807,Media Asia Films
64786,Sahamongkol Film
46368,OffSpring Productions|Workshop Films 2
45022,Safehouse Pictures|Deerjen Films|Lookbook Films
50099,Kunal Kohli Productions|Reliance Big Pictures
40663,HBO Documentary Films
52349,Mandarin Films
51764,TLA Releasing
49679,PVR Cinemas|Hari Om Entertainment Co.|Blockbuster Movie Entertainers
52060,ABC Family
40188,UGC YM
36736,Comedy Central|Six Point Harness
45839,Derf Films|Varsity Pictures
52605,TLA Releasing
39486,Walt Disney Pictures|Fast Track Productions|Mayhem Pictures
55244,First Thought Films
46718,DC Comics|Warner Bros. Animation
40777,UTV Motion Pictures
58107,Ordet Studio
39356,New Zealand Film Commission|Unison Films|Whenua Films
53844,Gaumont
44950,Snowfort Pictures|Site B|Arable Entertainment
24243,Gullane Filmes
41397,Break Thru Films
550,Regency Enterprises|Fox 2000 Pictures|Taurus Film|Linson Films|Atman Entertainment
603,Village Roadshow Pictures|Groucho II Film Partnership|Silver Pictures|Warner Bros.
14,DreamWorks SKG|Jinks/Cohen Company
1893,Lucasfilm
564,Universal Pictures|Alphaville Films
497,Castle Rock Entertainment|Darkwoods Productions|Warner Bros.
745,Spyglass Entertainment|The Kennedy/Marshall Company|Hollywood Pictures|Barry Mendel Productions
36643,Eon Productions
796,Columbia Pictures|Cruel Productions|Newmarket Capital Group
2668,Paramount Pictures|American Zoetrope|Mandalay Pictures|Tim Burton Productions|Karol Film Productions
37135,Walt Disney Pictures
2105,Universal Pictures|Summit Entertainment|Newmarket Capital Group|Zide-Perry Productions
1844,Fountainbridge Films|Regency Enterprises
863,Walt Disney Pictures|Pixar Animation Studios
4951,Mad Chance|Jaret Entertainment|Touchstone Pictures
509,Bookshop Productions|Notting Hill Pictures|Working Title Films|Polygram Filmed Entertainment
817,New Line Cinema|Eric's Boy
226,Fox Searchlight Pictures|The Independent Film Channel Productions|IFC Films|Killer Films|Hart-Sharp Entertainment
9008,Spyglass Entertainment|Forward Pass|Kaitz Productions|Mann/Roth Productions|Touchstone Pictures
926,DreamWorks SKG|Gran Via Productions
345,Hobby Films|Pole Star|Stanley Kubrick Productions|Warner Bros.
492,Gramercy Pictures|Propaganda Films|Single Cell Pictures
9535,Spring Creek Productions|Warner Bros.|Tribeca Productions|Baltimore Pictures
10137,Columbia Pictures Corporation|Global Medien KG|Franklin/Waterman Productions
9481,Universal Pictures|Columbia Pictures Corporation
8487,"Todman, Simon, LeMasters Productions|Warner Bros.|Peters Entertainment|Sonnenfeld Josephson Worldwide Entertainment"
1911,Touchstone Pictures
9946,Beacon Communications
1715,Nina Saxon Film Design|FilmColony|Miramax
10386,Warner Bros. Animation
8914,Village Roadshow Pictures|Warner Bros.|Riche-Ludwig Productions|Groucho III Film Partnership
9473,Paramount Pictures|Scott Rudin Productions|Comedy Central|Warner Bros.|Comedy Central Films
2112,Paramount Pictures|Icon Entertainment International
4806,Paramount Pictures|Lakeshore Entertainment|Touchstone Pictures|Interscope Communications
10314,Miramax Films|Tapestry Films|FilmColony
10398,Paramount Pictures
8374,Franchise Pictures|Brood Syndicate|B.D.S. Productions Inc.
1542,Twentieth Century Fox Film Corporation|Cubicle Inc.
1443,American Zoetrope
2277,Laurence Mark Productions|1492 Pictures|Columbia Pictures Corporation|Touchstone Pictures|Radiant Productions
2667,Artisan Entertainment|Haxan Films
622,Bac Films|Kino Vision|Orly Films|R.P. Productions|VÃ­a Digital
10400,Universal Pictures|Beacon Communications|Azoff Entertainment
1090,Columbia Pictures|Centropolis Film Productions
9032,Columbia Pictures
8649,Paramount Pictures|Touchstone Pictures|De Fina-Cappa
8224,Columbia Pictures Corporation|Hofflund/Polone|Global Entertainment Productions GmbH & Company Medien KG
1832,Lions Gate|View Askew Productions
3558,Columbia Pictures Corporation|3 Arts Entertainment|Global Entertainment Productions GmbH & Company Medien KG|Red Wagon Entertainment
15400,Walt Disney Television Animation
11618,DreamWorks SKG|Roth-Arnold Productions
1641,DreamWorks SKG|Roth-Arnold Productions
11622,New Line Cinema|Forge|Midnight Sun Pictures
11374,Imagine Entertainment|Universal Pictures
10207,Bel Air Entertainment|DiNovi Pictures|Tiger Productions
2275,Paramount Pictures|MFP Munich Film Partners GmbH & Company I. Produktions KG|Krane Entertainment|Neufeld Rehme Productions
10307,FGM Entertainment|Metro-Goldwyn-Mayer (MGM)
11601,Artisan Entertainment
9451,Paramount Pictures|MTV Films|Bona Fide Productions
332,Walt Disney Pictures|Caravan Pictures
334,New Line Cinema|Ghoulardi Film Company|The Magnolia Project
2020,New Line Cinema|George Street Pictures|The Lloyd Segan Company
9423,Universal Pictures|BBC Films|Dark Horse Entertainment|Toho-Towa|Mutual Film Company
1213,Paramount Pictures|Miramax Films|Timnick Films|Mirage Enterprises
9825,Fox 2000 Pictures|Phoenix Pictures|Rocking Chair Productions
9781,New Line Cinema
9824,Universal Pictures|Dark Horse Entertainment|Golar Productions
4816,Bac Films|Pandora Filmproduktion|Degeto Film|ARD|JVC Entertainment Networks
49948,Walt Disney Pictures|Walt Disney Television Animation|Richard Purdum Productions|Walt Disney Feature Animation
9430,Columbia Pictures
11355,Fox 2000 Pictures|Flower Films (II)|Bushwood Pictures|Never Been Kissed Productions
12117,Spyglass Entertainment|Touchstone Pictures
13466,Universal Pictures
6415,Village Roadshow Pictures|Atlas Entertainment|Warner Bros.|Village-A.M. Partnership|Coast Ridge
1850,Mutual Film Company
17707,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|Adam Fields Productions|Two Girls Productions
26177,Walt Disney Television|Storyline Entertainment|Chris Montan Productions|Columbia TriStar Television
11377,Dark Castle Entertainment|Warner Bros.
12095,A Band Apart|Dimension Films|Los Hooligans Productions
18621,Fox 2000 Pictures|Dogstar Films
16716,Turner Network Television (TNT)|Hallmark Entertainment
913,United Artists|Irish Dreamtime
12618,Columbia Pictures
1946,Alliance Atlantis Communications|Natural Nylon Entertainment|Serendipity Point Films|TÃ©lÃ©film Canada|The Harold Greenberg Fund
20024,Columbia Pictures Corporation
11001,Columbia Pictures
7341,United Artists|Red Bank Films
1073,Lakeshore Entertainment|Screen Gems|Arlington Road Productions Corporation|Gorai / Samuelson Productions|Samuelson Productions
38809,Bigel / Mailer Films|Palm Pictures
54982,HBO
10563,Village Roadshow Pictures|Warner Bros.
9455,New Line Cinema|Illusion Entertainment Group
1439,Fox 2000 Pictures
12524,Overseas FilmGroup|NDF International|Clear Blue Sky Productions|Urania Pictures S.r.l.|Titus Productions Ltd.
41586,Universal Home Entertainment
10366,TriStar Pictures|Baumgarten-Prophet Entertainment
10154,Castle Rock Entertainment|Warner Bros.
12485,Aurora Productions|Artisan Entertainment
17198,Earthbound Human Productions Inc.
12596,Regency Enterprises|Fox 2000 Pictures|Art Linson Productions|Dogstar Films|Taurus Film
10213,A Band Apart|Dimension Films|Los Hooligans Productions
2162,Warner Bros.|Morgan Creek Productions
17771,Channel Four Films|Dor Film Produktionsgesellschaft GmbH|Alliance Atlantis Communications|Serendipity Point Films|TÃ©lÃ©film Canada
6522,Imagine Entertainment|Universal Pictures
21349,Twentieth Century Fox Film Corporation|Fox 2000 Pictures
2900,New Line Cinema|Mad Chance
9849,Walt Disney Pictures
10210,Fox Searchlight Pictures|Regency Enterprises|Taurus Film
10388,Artisan Entertainment
10397,Paramount Pictures|Universal Pictures
12220,Universal Pictures|Castle Rock Entertainment
14429,Twentieth Century Fox Film Corporation|Grand March Productions|Amy Robinson Productions
11119,Carousel Picture Company
27653,Universal Pictures
10208,"Columbia Pictures|Jim Henson Company, The"
404,Walt Disney Pictures|Channel Four Films|Asymmetrical Productions|Les Films Alain Sarde|The Picture Factory
24137,Miramax Films|Pyramide Productions
13099,Media Asia Films Ltd.
2290,Columbia Pictures|Global Entertainment Productions GmbH & Company Medien KG|Blue Wolf|Kasso Inc. Productions
10402,Happy Madison Productions|Quinta Communications|Touchstone Pictures
16331,Home Box Office (HBO)|River One Films|New Crime Productions
6552,Columbia Pictures Corporation|Team Todd|Licht/Mueller Film Corporation
9563,Donners' Company|Ixtlan|Warner Bros.
30943,Columbia Pictures Corporation|Mandalay Entertainment
10908,Davis-Films|PM Entertainment Group|KPI Productions|Long Road Productions|Lomax Productions
11129,Irish Screen
22314,Suntaur Entertainment Company
11353,Universal Pictures
10342,Konrad Pictures|Dimension Films|Interscope Communications
13787,Miramax Films|India Take One Productions
10279,40 Acres & A Mule Filmworks|Touchstone Pictures
14709,Paramount Pictures|MTV Films
21039,Granada Film Productions|Newmarket Capital Group
10350,20th Century Fox|No Prisoners Productions|Origin Systems Inc.
42739,Channel Four Films|Portobello Pictures|Fandango|Mikado Film
20770,Ignite Entertainment
15556,Metro-Goldwyn-Mayer (MGM)
13824,SNL Studios
10354,The Zanuck Company|Malpaso Productions|Warner Bros.
3293,Turner Network Television|Haft Entertainment|St. Nick Productions
10490,New Line Cinema|Capella International|KC Medien AG
9684,Sweetland Films|Magnolia Productions
10219,Universal Pictures|The Kennedy/Marshall Company
16162,Universal Pictures|40 Acres & A Mule Filmworks
16172,20th Century Fox|Regency Enterprises|New Regency Pictures|Taurus Film|Polar Entertainment Corporation
26149,Craven-Maddalena Films|Miramax
19594,Fox Animation Studios
13428,CML Films|Meridian Films
10390,Universal Pictures|Beacon Pictures
15198,Hollywood Pictures
16379,Metro-Goldwyn-Mayer (MGM)
30923,NBC|Hallmark Entertainment
16158,MTV Films
10399,BBC Films|HAL Films
15256,Paramount Pictures
10212,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|ETIC Films|Heyday Films|Engulf & Devour Productions Inc.
8970,Paramount Pictures|Cherry Alley Productions
9465,October Films|Moonstone Entertainment|Elysian Dreams|Kudzu
14242,Civilian Pictures|Bluemark Productions|C-Hundred Film Corporation
18681,Destination Films
10047,Columbia Pictures|Gaumont
18417,Touchstone Pictures
22509,Lietuvos Kinostudija|Punch Productions
5470,CTV International
20761,Touchstone Pictures
815,Turner Network Television
31183,Hallmark Entertainment|RTL
24066,Miramax Films|Marked Entertainment
24071,Touchstone Pictures
22267,Universal Pictures|Good Machine
18212,British Columbia Film|CITY-TV|Government of British Columbia Film Incentive BC Program
18892,TriStar Pictures|Crossroads Films|Kramer-Tornell Productions
10496,Destination Films
46435,Newmarket Capital Group|Goldwyn Films|The Greenlight Fund|Thin Man Films
16406,Columbia Pictures
31582,Metro-Goldwyn-Mayer (MGM)
47288,Rankin/Bass Productions|Warner Bros. Animation|NEST Family Entertainment|Rich Animation Studios|Warner Bros.
10916,Babylonian Productions|Turner Network Television (TNT)
28029,Miramax Films|Village Roadshow Pictures|Groucho II Film Partnership|Punch 21 Productions
10359,Interlight|Baldwin/Cohen Productions
14005,Troma Entertainment|Santa Monica Holdings
14578,Miramax Films|Eagle Beach Productions
54004,Hollyridge Productions
5319,Bhansali Films
25752,Blue Rider Pictures
12479,Hollywood Pictures
28902,DreamWorks SKG|Amblin Entertainment
14484,New Line Cinema|Colomby/Keaton Productions
17078,Varahonar Company
194113,Tiger Aspect Productions|Sky TV
12594,Artisan Entertainment|CTV International
17709,Universal Pictures|Joseph M. Singer Entertainment|Davis Entertainment
16508,Walt Disney Pictures
29698,BBC Films
17870,Home Box Office (HBO)|CR Enterprises|Production Partners
1812,Fine Line Features
22345,TriStar Pictures|Crystal Sky Worldwide|Triumph
10381,Arts Council of England|PolyGram Filmed Entertainment|Working Title Films
28918,British Broadcasting Corporation (BBC)
64202,DC Comics|Warner Bros. Family Entertainment
10557,BBC|Assassin Films|Film4
39964,Alcon Entertainment|Dinamo Entertainment
199620,British Broadcasting Corporation (BBC)|Discovery Channel|Pro 7|TV Asahi|France 3 (FR 3)
24020,Film Roman Productions
36251,Warner Bros. Television|Dualstar Productions
10482,Universal Pictures
10368,Medusa Produzione|Cattleya|Cineritmo|Film and General Productions
34513,Cable Stuff Productions
53915,Rai Cinemafiction|Fandango|Mikado Film
40863,Media Asia Films Ltd.|Jackie Chan Group
17681,Hanna-Barbera Productions
185789,Imagine Television|Picture Factory
120,WingNut Films|New Line Cinema|The Saul Zaentz Company
671,1492 Pictures|Warner Bros.|Heyday Films
1018,Asymmetrical Productions|Les Films Alain Sarde|Babbo Inc.|The Picture Factory|Canal+
141,Pandora Cinema|Flower Films|Adam Fields Productions
585,Walt Disney Pictures|Pixar Animation Studios
644,DreamWorks SKG|Amblin Entertainment|Stanley Kubrick Productions|Warner Bros.
808,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation
634,Miramax Films|Universal Pictures|Studio Canal|Working Title Films|Little Bird
161,Village Roadshow Pictures|Section Eight|NPV Entertainment|Jerry Weintraub Productions|Warner Bros.
676,Jerry Bruckheimer Films|Touchstone Pictures
1734,Universal Pictures|Alphaville Films|Imhotep Productions
10865,Walt Disney Pictures|Walt Disney Feature Animation
1995,Paramount Pictures|Toho-Towa|Mutual Film Company|Lawrence Gordon Productions|British Broadcasting Corporation (BBC)
453,Imagine Entertainment|DreamWorks SKG|Universal Pictures
2770,Universal Pictures|Liveplanet|Zide-Perry Productions
9880,Walt Disney Pictures|BrownHouse Productions|Bottom of the Ninth Productions
824,Bazmark Films|Twentieth Century Fox Film Corporation
869,"Twentieth Century Fox Film Corporation|Tim Burton Productions|Zanuck Company, The"
9428,Touchstone Pictures
4133,New Line Cinema
853,Paramount Pictures|Swanford Films|Mandalay Pictures|Little Bird|KC Medien
855,Jerry Bruckheimer Films|Revolution Studios|Scott Free Productions
8835,Marc Platt Productions|Metro-Goldwyn-Mayer (MGM)
9476,Columbia Pictures Corporation|Escape Artists|Black and Blu Entertainment|Finestkind
9398,Paramount Pictures|Village Roadshow Pictures|NPV Entertainment|Scott Rudin Productions|Red Hour Productions
11397,Original Film|Columbia Pictures Corporation|Neal H. Moritz Productions
4248,Gold/Miller Productions|Wayans Bros. Entertainment|Dimension Films|Brad Grey Pictures
5175,New Line Cinema
2034,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|Outlaw Productions (I)|WV Films II
1933,Cruise/Wagner Productions|Canal Plus|Sogecine|Las Producciones del Escorpion|Lucky Red
12589,Nickelodeon Movies|Universal Cartoon Studios|Paramount Animation
2294,Dimension Films|View Askew Productions|Miramax
9778,Miramax Films|Tapestry Films|Simon Fields Productions
10992,Village Roadshow Pictures|NPV Entertainment|Mad Chance|Zide-Perry Productions|Warner Bros.
1903,Paramount Pictures|Cruise-Wagner Productions|Vinyl Films
13931,Pixar Animation Studios
2140,Twentieth Century Fox Film Corporation|Current Entertainment|Immortal Entertainment|Canal+|EuropaCorp
1535,Universal Pictures|Metropolitan Filmexport|Toho-Towa|Red Wagon Productions|Beacon Communications
9705,Village Roadshow Pictures|NPV Entertainment|Silver Pictures|Warner Bros.|Jonathan Krane Group
9889,Twentieth Century Fox Film Corporation
15167,Rainmaker Entertainment
18269,Walt Disney Pictures|Walt Disney Animation Australia|DisneyToon Studios|Walt Disney Television Animation
9989,Industry Entertainment|Epsilon Motion Pictures|Hyde Park Films|Metro-Goldwyn-Mayer (MGM)
2114,Columbia Pictures|Square USA|Chris Lee Productions
9081,Fox Searchlight Pictures|Thousand Words|Independent Film Channel (IFC)|Detour Filmproduction|Line Research
2057,Metro-Goldwyn-Mayer (MGM)
10808,Twentieth Century Fox Film Corporation
8007,Twentieth Century Fox Film Corporation|Davis Entertainment
8922,United Artists|American Zoetrope|Cinerenta Medienbeteiligungs KG|Cinerenta-Cinebeta|VCL Communications
11232,Miramax Films|Konrad Pictures
11467,Columbia Pictures|Revolution Studios|Roth-Arnold Productions
768,Twentieth Century Fox Film Corporation|Underworld Entertainment
2100,DreamWorks SKG
2043,Paramount Pictures|AZL Productions KG|David Brown Productions|MFP Munich Film Partners|Phase 1 Productions
39939,Fox Searchlight Pictures|Broken Lizard Industries
2018,Columbia Pictures Corporation|Intermedia Films|Dee Gee Entertainment|Tapestry Films|Prufrock Pictures
9896,Paramount Pictures|Fireworks Pictures|Alphaville Films
5279,USA Films
11470,New Line Cinema|Sean S. Cunningham Films|Crystal Lake Entertainment
6073,DreamWorks SKG|Newmarket Capital Group|Lawrence Bender Productions|Pistolero Productions LLC
10866,Regency Enterprises|Epsilon Motion Pictures|LivePlanet|New Regency Pictures|Bad Robot
10950,New Line Cinema
467,Cowboy Films|Film Council|Granada Film Productions|Impact Pictures|PathÃ© Pictures International
10596,Artisan Entertainment|777 Films Corporation|Millennium Films
10829,Stampede Entertainment|Universal Family and Home Entertainment
2144,USA Films
12508,Warner Bros. Pictures|Bel Air Entertainment
167,Intermedia Films|Lawrence Gordon Productions|PathÃ© Pictures International|IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
12658,Fox 2000 Pictures|Lynda Obst Productions
17203,Intermedia Films|Mirage Enterprises|West Eleven Films|IMF Internationale Medien und Film GmbH & Co. Produktions KG
12103,20th Century Fox|Village Roadshow Pictures|NPV Entertainment|Regency Enterprises|Kopelson Entertainment
9378,Columbia Pictures Corporation|Dark Castle Entertainment|Warner Bros.|13 Ghosts Productions Canada Inc.
9290,Bungalow Productions|Silver Lion Films|Vision View Entertainment
