id,keyword
37821,assassin
22894,angel|faith|diner|apocalypse|demon
44982,remake|remake of french film
38303,brother sister relationship|marriage|bully|duringcreditsstinger
35019,nanny|fantasy|children|aftercreditsstinger|duringcreditsstinger
23048,female nudity|one-night stand|time travel|time machine|incest overtones
43549,experiment with human beings|psychological thriller|experiment gone wrong
41402,vampire|child vampire|remake|bully|young boy
43949,shyness|based on novel|unrequited love|neighbor|family relationships
41216,owl
22907,heist
42297,musical|los angeles|burlesque|burlesque dancer
44129,stock price|corporate|carpenter|job hunting
38073,male nudity|sex|san francisco|waitress|newspaper
41411,woman director
41436,ouija board|haunting|demonic possession|found footage|duringcreditsstinger
42188,soul|based on novel|sadness|forgiveness|dystopia
40662,martial arts|vigilante|joker|superhero|based on comic book
27579,prostitute|sweden|suspense|priest|very little dialogue
23742,new york|money laundering|daughter|police|undercover cop
101669,hostage|vomit|car crash|photograph|pistol
43933,monster|pyramid|radio|dystopia|infection
59468,france|father-son relationship|spain|pilgrimage|road trip
38408,baby|godmother|death of a friend|romantic comedy|parenthood
23759,roman empire|ancient rome|ancient world|britain|behind enemy lines
55347,gay|loss of mother|secret|coming out|loss of father
63555,unsimulated sex|crying|brutality
41505,soul|faith|supernatural|murder|fear
44113,prison|fire|manipulation|seduction|vegetarian
33217,based on novel|coming of age|young boy|middle school|popularity
43947,rape|fondling|revenge|writer|strangulation
43593,yacht|movie in movie|scuba diving|piranha|spring break
38357,work ethic|tv morning show|tv reporter
45094,prison|brother sister relationship|law school
38358,exorcism|fraud|evil spirit|human sacrifice|mockumentary
23023,fairy|hockey|tooth fairy|tooth|duringcreditsstinger
39285,journalist|based on novel|undercover|dating|co-worker
38363,cia|nuclear scientist|iraq|politician|duringcreditsstinger
45657,nurse|mental disease|orderly|farm|electric shock
30675,illuminati|marvel comic|superhero|based on comic book|space opera
26388,isolation|coffin|race against time|buried alive|survival
38778,mouse|idiot|mind control|taxidermy|aftercreditsstinger
13477,new york|rome|romantic comedy|romance|spell
46541,bodyguard
52338,love|hollywood|unemployed
39781,waitress|sperm|underwear|lesbian|dinner
42684,missile|light|transformation|low budget|alien
48289,beach|mossad|secret agent|insane asylum|lye
49953,number in title|digit in title|sea turtle|3d
44718,independent film
38199,suspense|psychological thriller|violence|building|tv news
39013,father|court|bail|drug trade|girl
31900,beach|jazz|seduction|musical|song
27004,independent film|money
39691,torture|aftercreditsstinger|duringcreditsstinger
44244,summer camp|camp|singing|singing competition
37931,aftercreditsstinger|duringcreditsstinger
38843,sister sister relationship|mother daughter relationship|aunt niece relationship|father daughter relationship|duringcreditsstinger
7978,father-son relationship|victorian england|rural setting|werewolf
27583,personal assistant
42888,love triangle|baseball|athlete|aftercreditsstinger
16290,pain|stunt|stuntman|stupidity|comedy
50479,prophecy|camelot|reincarnation|high school|king arthur
58496,brazilian|career|legend|champion|sport
52208,drug traffic|nudity|exploitation|revenge|gun violence
45649,exploding building|duringcreditsstinger
23172,duringcreditsstinger
34016,confidence|insecurity|airport security|rating|hockey game
41215,inquisition|monk|witch|village|battlefield
46503,difficult childhood|patriarch|childhood trauma|dysfunctional marriage
53172,vomit|food poisoning|apostrophe in title|show within a show
37414,sheriff|crime fighter
48838,loss of sister|paparazzi|shot in the head|racist gangster|murdered sister
43931,soul|serial killer|slasher|teenager
42194,martial arts|dystopia|based on video game|martial arts tournament
60309,president|history|conspiracy|lawyer|trial
35153,revenge|suspense|sibling rivalry
34803,remake|family relationships
35458,ex-detainee|duringcreditsstinger
44835,loss of mother|clerk|grocery|loss of relative|loss of wife
59490,secret|cave|cave painting|southern france|historian
45569,suicide|rape|fire|small town|horse
44363,loss of lover|mountains|winter|wolf|conversation
33909,duringcreditsstinger
65760,sarajevo|biography|conspiracy|teenage prostitute|sex trafficking
40247,suicide|new york|infidelity|cancer|independent film
43434,gun|car bomb|tv mini-series|terrorism|opec
38407,suspense
60011,south africa|apartheid|independent film
50838,robbery|alone|survival|memory|car wreck
47518,wife husband relationship|death of a child|death of son|child murder
35690,brother sister relationship|new love|daughter|summer vacation|woman director
74997,sexual obsession|rape|sex|sadistic|baby
44009,jealousy|cooking|garden|funeral|season
44874,magic|barbie|fashion
45658,alcohol|arizona|beer|playboy|independent film
33555,sherlock holmes|woman director
29427,terror|biological weapon|coverup|splatter|duringcreditsstinger
41180,prostitution|based on real events|inspired by a true story
51200,based on true story
27585,loss of son|trauma|toy|marriage|grief
39210,milan|independent film|luxury hotel|man in towelÂ |woman director
12819,wolf|arranged marriage|forbidden love|road trip|park
36950,suicide|suffering|pain|biography|historical figure
43920,juvenile prison|sodomy|incest overtones
40205,magic|fairy|birthday party|high school|growing up
35558,beach|sister sister relationship|pop singer|paparazzi|adventure
41135,assassin|female assassin|duringcreditsstinger
41515,picnic|sandwich|bear|3d|yogi
37932,horseback riding|horse
35217,usa|german democratic republic|friendship
41592,ballet dancer|street dance|woman director|dance group
38570,duringcreditsstinger
38093,woman director
45162,dc comics|superhero|superhuman|super powers|woman director
45132,bomb|gun|drug dealer|costume|comic book
44638,shakespeare|sword|island|frog|sorcery
45013,career|independent film|taboo|subversive tale|multiple storylines
48392,conductor|drums|musical|drummer|metronome
51736,independent film|gay interest|lesbian|former child star|child star
46198,based on novel|commercial|brother sister relationship|secret|kiss
45077,prom|gay son|co-worker|recital
45745,pet|dragon
12685,female nudity|nudity|nazis|vampire|sequel
43641,dc comics|super powers|superhuman strength
44918,suspense
45272,suicide|alcohol|adultery|country music|bar
47386,new hampshire|woods|color in title|new england
30061,saving the world|dc comics|superhero|based on comic book|surrealism
39452,graffiti|fraud|cousin|painting|street artist
46934,prison|sex|cia|biography|british
43930,invasion|australia|teenager|foreign occupation|occupation
33107,remake|murder|kidnapping|argentina|torture
367186,england|based on novel|kingdom|royalty|12th century
278427,space war|sequel|sword fight|comedy|jedi
44040,claustrophobia|trapped in an elevator
46837,california|sex|dream|college|party
31007,rape|stripper|hooker|independent film|teenage girl
44716,africa|friendship|bully|hospital|woman director
40619,pixar animated short
29564,prequel
58446,high school|independent film|serial killer|stoner
71622,country house|supernatural|woods|paranormal|blood
84520,prostitute|sadistic|perversity|sadism|mercilessness
89704,ice|russia|wilderness|remoteness|snow
34563,interracial marriage|wedding|duringcreditsstinger
50090,spy|investigation|government|killer|north korea
31261,female soldier|halo
34751,whale
46829,suicide|jealousy|canada|independent film|politically incorrect
55061,dancer|biography|racist|based on true story|illness
75311,pop culture|fan culture|documentary|science fiction|space opera
12201,shot in the side|fire in 55 gallon drum|threatened with knife|radioactivity|man crying
44678,race against time|danger|against the odds|chases and races|unlikely parents
49787,boat|boat accident|underwater|shark|great white shark
31035,hoodlum
70695,virgin|high school|friends|teacher|teen
51409,beach|tree|grief|children|independent film
55890,prequel
44219,number in title
42296,aftercreditsstinger
35169,aftercreditsstinger|duringcreditsstinger
45324,biography|duringcreditsstinger
32206,doomsday
43919,ax|swamp|killer
47559,education|uniform|village|kenya|independent film
189197,world war ii|tv mini-series|hbo
44263,martial arts|mutant|circus troupe
70588,independent film|summer
49350,high school|teen movie|teenager|based on a children's book|blogger
43935,detective|supernatural|zombies|werewolf|vampires
75170,friendship|cancer|woman director
47407,duringcreditsstinger
38568,poetry|literature|freedom|homosexuality|independent film
43942,female nudity|corruption|cheating|experiment|limousine
47607,sister sister relationship|male female relationship|mother daughter relationship|two word title|youtube
56601,baseball|sport|based on true story|family relationships
47218,independent film|young boy
36515,woman director
43263,cop|new england|jesse stone
55215,galaxy|space|gore|dead|adult animation
52015,male nudity|canada|vampire
41988,dc comics|showcase|jonah hex
41827,sex|texas|underwear|beer|terminal illness
56968,woman director
39312,guitar|radio|afghanistan|cow|army
46528,assassin|small town|revenge|deception|super speed
44992,space|imax|space shuttle|woman director|3d
50204,black humor|cruelty|anti villain|grave digger
59437,forgiveness|victim|collage|grief|independent film
32916,magic|mystery|animation|crime solving
56272,independent film|stuck in elevator|bisexual woman|book signing|killed with hairpin
12645,mexico|nudity|daughter|assault|money
37495,terrorism|british farce
39681,rape|police|revenge|suspense|kidnapping
62728,waitress|riot|gang war|nightmare|prayer
73454,eroticism|prostitution
63727,exorcism|possession|satan|possessed
36801,alcohol|factory|fight|girlfriend|daughter
30587,stand-up|stand up comedy
42918,underground|profanity|independent film|internet|recluse
25891,texas|beautiful woman|female protagonist|anger management
55785,bullying|independent film|gang|fate|school
158675,musical
51299,sport|cycling
57419,sport
44991,lesbian love
43939,duringcreditsstinger
59435,mathematician|elementary school|independent film|math teacher|scientist
35221,independent film|duringcreditsstinger
46689,brazilian|rio de janeiro|empowerment|artist|garbage
47088,independent film|woman director
41371,sport
34583,mask|high school|horror|revenge|kidnapping
52454,florida|crocodile|nuclear power plant|shark|underwater scene
41556,cheating|wedding|romantic literature|woman director
34335,kidnapping and murder|murder|suspense|kidnapping
71700,recovering drug addict|group of friends
45556,solar eclipse|divorce|freezing|worldwide disaster|cry wolf
46713,hostage|daughter|fugitive
44944,female nudity|poem|rape|love|domestic violence
40080,sport|figure skating|sport competition
70925,based on true story
39440,classroom|education|boy|teacher|school
63578,restaurant|independent film|on the road
56812,militia|smashed head|mad|revenge motive|clown shoes
45368,suspense
47763,journalist|coffin|diary|village|supernatural
53459,high school|survival|slasher|massacre
49958,cave painting|transformation|australia|elimination derby|blood magic
56743,lesbian|woman director
33602,autism|biography
55632,dysfunctional family|independent film|trophy wife|tell all novel|failed children
46020,beach|monster|deep sea|octopus|shark attack
352812,animation|clocks
51794,anti terror|islam|new york|muslim|terrorist
48373,independent film
57120,gold|oregon|thirst|tree|settler
34134,barbie|mermaid|mermaids
55246,engagement|party
52333,brazilian|afterlife|purgatory|spiritualist|life after death
46138,machinist|aftercreditsstinger|duringcreditsstinger|equal pay|discrimination
74471,africa|us air force|sierra leone|engineer|survival
39522,water monster|animal attack
88212,holiday
40720,drug dealer|murder
40170,martial artist
31967,crusade|apostrophe in title|adult animation
38033,killing|friendship|maniac|mysterious letter|text message
54532,gay|roommate|bedroom
41120,literature|interview|biography|live performance|gene simmons
66195,swimming pool|tea kettle|conga line|spit in the face|convenience store robbery
46665,suspense|independent film
43922,wrestling|sport|independent film|family relationships|family reunion
48186,teen movie|werewolf|romania
52850,nostalgia|autobiography|gay interest|cookies|woman director
35791,post-apocalyptic|dystopia|undead|biohazard|evil corporation
31196,island|experiment with human beings|outbreak
62592,undercover|bridesmaid|female friendship|wedding|sabotage
27584,university|drug|young|aftercreditsstinger
50037,commune|suspense|mad doctor|captive|drugged
70862,film director|exploitation|grindhouse|moviemaking
11761,schizophrenia
44737,duringcreditsstinger
65056,lie|liar|independent film
35691,letter|hope|postman|god|cancer
47177,apostrophe in title|two word title|location in title
63498,cuba|jazz|adult animation
59110,drug addiction
43552,light|darkness|number in title|suspense|digit in title
64786,love|lesbian|lesbianism
46368,sea|monster|oil rigÂ 
40663,contaminated  water|water|gas|pollution|energy
72914,diet|fasting|vegetable juice|australian man
53190,sport
63348,christian|faith|christian film|flashback
40016,bird attack|nature run amok
51764,bear|lgbt|gay bears
52060,christmas
42966,indian|bombay|criminal past|crime boss|mafia
36736,adult animation
52605,gay|independent film
53344,motorhead
39486,horse race|horseback riding|biography
55244,fashion|milliner|new york city ballet|poncho|garment district manhattan new york city
46718,dc comics|showcase|green arrow
40777,love triangle|punjabi|new zealand|india|mumbai
37757,film making|behind the scenes|special effects
45523,stand-up|stand up comedy
58107,present|friendship|high school|violence|fighting
26214,prison|social control|anti-globalisation activist|martial law
39356,new zealand|maori|farm|goat|duringcreditsstinger
56811,independent film|missing|staten island new york city|woman director
37058,self sacrifice|lovers
44950,revenge|serial killer|mind game
24243,brazilian|woman director
41397,duringcreditsstinger|woman director
550,support group|dual identity|nihilism|rage and hate|insomnia
603,saving the world|artificial intelligence|man vs machine|philosophy|prophecy
14,adultery|coming out|loss of father|first time|camcorder
1893,prophecy|senate|queen|taskmaster|galaxy
564,library|secret passage|cairo|egypt|pastor
497,southern u.s.|black people|mentally disabled|indian|heal
745,child abuse|sense of guilt|loss of child|confidence|psychology
36643,british|mission|oil|james bond|heiress
796,upper class|sexual obsession|sex|bet|sadistic
2668,cut-off head|horseman|head
37135,gorilla|baby|adoption|feral child|nest
2105,graduation|innocence|coming of age|teenager|high school senior
1844,london|new year's eve|skyscraper|burglar|distrust
863,museum|prosecution|identity crisis|airplane|flea market
4951,sister|high school|cannabis|shakespeare adaptation|deception
509,london|bookshop|birthday|new love|film maker
817,saving the world|moon|submarine|clone|spy
226,rape|sex|identity|love|friends
9008,spy|newspaper|research|interview|tobacco
926,space battle|spaceship|spoof|fictional tv show
345,life and death|sexual obsession|free love|heterosexual|christmas party
492,individual|transvestism|sexual identity|witch|identity
9535,new york|mafia boss|wedding|psychiatrist
10137,brother brother relationship|based on novel|cat|mouse|adoption
9481,paraplegic|investigation|psychopath
8487,steampunk|based on tv series|steam locomotive|drag
1911,witch|cave|arabian|scandinavia|bagdad
9946,christianity|sex|new year's eve|pastor|nudity
1715,cigarette smoking|african american|incest|drug overdose|war injury
10386,cold war|friendship|giant robot|fear of unknown
8914,shark attack|shark|alzheimer's disease|killer shark|no opening credits
9473,gay|mount rushmore national memorial|swear word|mephisto|hell
2112,new york|heroin|money|criminal
4806,small town|self-discovery|just married|reporter|wedding
10314,tv star|jeep|volleyball|stand-up|misfit
10398,prison|sailboat|sailing trip|women's prison|murder hunt
8374,arbitrary law|boston|twin brother|russian mafia|prologue
1542,suburbia|tow truck|downsizing|rap music|software engineer
1443,michigan|1970s|youth|family|woman director
2277,android|hologram|freedom|futuristic|robot
2667,witch|voodoo|legend|sorcery|maryland
622,new york|obsession|passion for collection|southern france|mephisto
10400,prison|boxer|boxing match|boxing school|biography
1090,artificial intelligence|simulation|computer program|virtual reality|dystopia
9032,bachelor|law|vomit|syracuse university|law school
8649,new york|coma|ambulance|night life|drug addiction
8224,pornography|porn actor|loss of daughter|child pornography|private investigator
1832,angel|wisconsin|church service|church|aftercreditsstinger
3558,based on novel|suicide attempt|puberty|biography|borderline personality disorder
15400,mickey mouse|woman director|christmas
11618,trauma|castle|haunted house|insomnia|bone
1641,cataclysm|airplane|singles|travel|wedding
11622,isolation|atomic bomb|bunker|fallout shelter
11374,tv show|tv station|simulated reality |reality tv|tv star
10207,sailboat|anonymous letter|sailing|love letter|bottle
2275,suicide|detective|based on novel|bondage|general
10307,vatican|miracle|christian|faith|clergyman
11601,hypnosis|murder|suspense
9451,alcohol|sex|jealousy|baby|infidelity
332,gadget
334,farewell|regret|parents kids relationship|suicide attempt|becoming an adult
2020,san francisco|bachelor|inheritance|wedding
9423,deserter|tornado|russian|alien life-form|shooting
1213,venice|italy|gay|new york|lovesickness
9825,diving|sheriff|lake|crocodile|deputy
9781,parents kids relationship|kiss|music|independent film|youth
9824,bowling|hostage|sphinx|training|insane asylum
4816,deportation|hitman|mission of murder|book|code
49948,orchestra|mickey mouse|whale|music|animation
9430,ecstasy|drug dealing|drug|reference to family circus|high
11355,chicago|journalist|newspaper|undercover|entrapment
12117,prison|gorilla|research|instinct|murder
13466,satellite|biography|rocket|coal mine|sputnik
6415,gold|gulf war|three kings|iraq|kuwait
1850,show business|comedian|wrestling
17707,holiday|prison|thailand|drug|injustice
26177,holiday|musical|based on short story|based on stage musical|franklin d. roosevelt
11377,lunatic asylum|aftercreditsstinger
12095,sheriff|bar|vampire|nationalbank|bank robbery
18621,suspense
16716,holiday|scrooge|ghost
913,martinique|claude monet|famous painting|glider|insurance agent
12618,infidelity|politician|plane crash|death|death of husband
1946,video game|hacker|bodyguard|pop star|virtual reality
20024,bomb|sex|jealousy|infidelity|obsession
11001,robbery|diamant|police operation|police everyday life|thief
7341,suicide|male nudity|female nudity|fire|nudity
1073,bomb|terrorist|fbi|professor|paranoia
38809,independent film
54982,woman director
10563,gay|gay scene|dance|tango|business man
9455,new york|life and death|gang war|police|china town
1439,civil war|father-son relationship|east india trading company|traitor|death penalty
12524,rome|loss of son|repayment|battle for power|commander
41586,police operation|shadowing|police headquarter|german shepherd|policeman
10366,super computer|computer program|destiny|timebomb
10154,new york|marriage proposal|fbi|mafia boss|mafia
12485,life and death|relatives|murder|los angeles|mirror
17198,secret love|independent film|stalking
11944,france|sword|heilig|dophin|joan of arc
12596,competition|airport|air controller|adversary
10213,female nudity|mexico|indian territory|nudity|vampire
17771,holocaust|jewish life|russian front
6522,mississippi|racist|bootlegging|criminal|life imprisonment
21349,dream
2900,wife husband relationship|space travel|space|mission|pregnancy
9849,alien|martian|based on tv series|fish out of water
10210,fairy|lover|promise|shakespeare adaptation|luck
10388,prison|release from prison|record producer|daughter|loss
10397,emigration|irish-american|hunger|socially deprived family|famine
12220,love of one's life|therapist|psychology|wedding|relationship
14429,high school|prom|next door neighbor
11119,prison|prisoner|totalitarian regime|hiding place|microchip
27653,mouse
10208,puppet|the muppets
404,individual|brother brother relationship|mississippi|cemetery|wisconsin
13099,undercover agent|police|hoodlum
2290,jewry|schutzstaffel|jewish life|jewish ghetto
10402,fish|aquarium|carnival|house|callboy
16331,wyoming|justice|horse trader
6552,attic|knitting needle|noise complaint|crawling hand|angel costume
9563,american football|trainer|training|american football coach|sport
30943,boy|reunion|kidnap
10908,prison|harley davidson|small town|hostage|sword
11129,sex|salesclerk|fast food restaurant|boredom|relationship problems
11353,film producer|film director|movie studio|hollywood|filmmaking
10342,pornography|gay kiss|exam|bed|graduation
13787,sex|adultery|jealousy|nudity|fantasy
10279,distrust|intolerance|punk rock|italian american|summer
14709,american football|small town|texas|cheerleader|sport
10350,fight|pilot|outer space|based on video game|space opera
42739,family secrets|teenager|incest
20770,coming out|cheerleader|homosexuality|independent film|lesbian
15556,blind|massage therapist
10354,journalist|death penalty|death row|doomed man|ambition
3293,biography|apple computer|bill gates|steve jobs|microsoft
10490,minnesota|mother role|beauty contest|girl from the province|hicktown
9684,new york|guitar|jazz|night life|egocentrism
10219,journalist|japanese|wife|fisherman|war
16172,restaurant|department store|kitchen|love|crab
26149,independent film|school teacher
19594,witch|prince|bat
13428,beach|australian|hit-and-run driving |hooligan|crime boss
11779,cuba|music|son (musikstil)|havanna|independent film
10390,baseball|trainer|career|legend|training
15198,sport
16379,undercover|drug traffic|based on tv series
10399,country estate|woman director
15256,new year's eve|independent film|relationship|lower east side manhattan new york city|woman director
10212,cave|nudity|chase|army|murder
8970,new york|travel|misfortune
9465,suicide|mississippi|small town|suspicion of murder|theatre milieu
14242,underdog|obsession|wisconsin|ambition|beer
18681,beautiful woman|serial killer|secret service|blindness
10047,schizophrenia|france|rape|siege|biography
18417,autism
22509,based on novel|tradition|holocaust|nazis|rabbi
5470,monster|weapon|independent film
20761,sport
815,revolution|human being|pig|farm|battle for power
31183,magic
24066,texas|independent film|escaped convict
53875,dinosaur
13589,stand-up
22267,civil war|friends|bush whacker|raid
18212,female nudity|transsexuality|canada|eroticism|coming out
18892,confession|jealousy|nightmare|ambition|groupie
10496,attack|closed mine|teen couple eaten|bat attack|dead teen couple
46435,prostitute|musical|biography|telephone call|cigar smoking
16406,richard nixon|watergate|the white house
31582,independent film
47288,musical|king|school teacher|siam
10916,space marine|nightmare|space war|alien life-form|space
28029,adultery|woodstock|1960s
10359,chicago|jesus christ
14005,parody|serial killer|camp|troma
14578,suicide|sex|sexuality|college|police
54004,paris|grandfather|twins|american abroad|teenage romance
5319,tradition|love of one's life|hindu|faith|hinduism
25752,coma|woman director
12479,wife husband relationship|success|author|extramarital affair
28902,based on novel|suicide attempt|dream|victim of murder|kidnapping and murder
14484,alcohol|rape|sex|bar|rave
12594,killing|wish|world supremacy|capture
17709,based on cartoon|mountie
16508,journalism|dance|daydream|friendship|pollution
29698,woman director
17870,women|gun|stand-up|stand up comedy
1812,gay|drag queen|screenwriter|one-night stand|stripper
22345,baby|genius|toddler
10381,railroad robber|robbery|victorian england|thief
64202,cyberpunk|super powers
83965,father-son relationship|birthday|fishing|mermaid|adopted
10557,islam|hippie|father-son relationship|muslim|jealousy
39964,restaurant|neighbor|dog|ring
24020,surfing|sport
36251,sport|soccer|twins|identity swap
43423,vent
10482,hotel|nuclear power station|politically incorrect|uninvited guest
10368,italy|hotel|loss of mother|ambassador|world war ii
34513,comedian|concert|made for cable tv|comic|stand up comedy
40863,martial arts|stunt|behind the scenes
17681,crime solving
310154,snow storm|stephen king|mysterious stranger
185789,pilot
120,elves|dwarves|orcs|middle-earth (tolkien)|hobbits
671,witch|christmas party|magic|cutting the cord|halloween
1018,schizophrenia|identity|amnesia|loss of sense of reality|suppressed past
141,parents kids relationship|airplane|time travel|school presentation|school performance
585,monster|infant|energy supply|company|rival
644,ocean|artificial intelligence|prophecy|android|loss of mother
808,liberation|lordship|castle|magic mirror|robin hood
634,holiday|london|england|alcohol|sex
161,prison|pickpocket|strip club|con artist|atlantic city
676,nurse|patriotism|hawaii|world war ii|pilot
1734,son|ancient egypt|bracelet
10865,sea|atlantis|animation|underwater|sea monster
1995,treasure|buddhist monk|planetary configuration|angkor wat|illuminati
453,individual|schizophrenia|massachusetts|love of one's life|intelligence
2770,sex|party|summer|beach house|group of friends
9880,heir to the throne|grandmother granddaughter relationship|high school|princess|royalty
824,duke|musical|writer's block|terminal illness|writer
869,gorilla|space marine|space suit|revolution|chimp
9428,child prodigy|terminal illness|dysfunctional family|cigarette smoking|family conflict
4133,1970s|war on drugs|drug addiction|drug traffic|drug smuggle
853,winter|sniper|world war ii|stalingrad
855,prisoner of war|wound|somalia|warlord|famine
8835,harvard law school|reference to britney spears|black female judge|smart blonde|girl power
9476,poetry|knight|tournament|duel|torture
9398,male model|time magazine|fashion show|fashion model|fictional awards show
11397,underdog|ball|kiss|high school|school party
4248,sex|exorcism|secret door
5175,duringcreditsstinger
2034,police brutality|war on drugs|drug traffic|drug dealer|los angeles
1933,nanny|haunted house|channel islands|parallel universe|photosensitivity
12589,showdown|gi|villain|genius|comic
2294,film making|jay and silent bob|self mocking|character is subject of comic|reference to prince valiant
9778,soulmates|new love|book|dollar|fate
10992,fight|governance|puppy|allergy
1903,amnesia|ex-girlfriend|virtual reality
13931,pixar animated short|car
2140,paris|prostitute|drug
1535,spy|china|cia|cold war
9705,female nudity|violence|shot through a windowÂ |two way mirror|police sniper
9889,overweight|hypnosis|overweight woman|oberflÃ¤chlichkeit|kompliment
15167,musical|barbie|ballet
18269,initiation|cartoon dog|dogcatcher|dog pound|firefly
9989,technology|garage|hacker|male friendship|microchip
2114,battle assignment|dystopia|alien|downfall|scientist
9081,philosophy|loss of sense of reality|dream|freedom|independent film
2057,women|sex|cuba|eroticism|lover (female)
10808,veterinarian|bear|forest|animal|animal protection
8007,helicopter|war crimes|sniper|bosnia and herzegovina|fighter pilot
8922,mass murder|song|brother|sister|aftercreditsstinger
11232,lover (female)|love of one's life|time travel|kiss|past
11467,film business|film producer|wife husband relationship|fictitious marriage|married couple
768,loss of family|drug addiction|jack the ripper
2100,prison|general
2043,psychology|police operation|police|psychologist
39939,alcohol|radio|police chief|highway|cops
2018,san francisco|marriage proposal|love of one's life|wedding planer|man of one's dreams
9896,casino|running|preisgeld|millionaire|road movie
5279,servant|money|shooting party
11470,places and planets|space marine|future|cryogenics|space
6073,kidnapping|pistol
10866,colorado|friendship|stalker|pokies|truck driver
10950,foster parents|pro bono|new baby|social services|learning
467,jealousy|obsession|claustrophobia|bunker|thirst
10829,small town|graboids|shriekers|tourist attraction|toy car
2144,conspiracy of murder|neo-noir
12508,rock star|success|discontentedness and displeasedness|heavy metal|relationship problems
22643,mickey mouse|wretch
167,robbery|dream|hypnosis|investigation|murder
12658,feminism|cohabitant|tv show|man-woman relation|man between two women
17203,independent film
12103,cemetery|diamant|suspense|psychiatrist|killer
9378,hunter|nanny|nudity|collector|house
9290,crocodile|traffic jam|los angeles|stolen painting
12149,loss of mother|ax|serial killer|demon|fbi agent
21448,holiday|narration|compilation
5852,car crash|police officer
11457,father-son relationship|house|cancer|drug|divorce
6440,sex|adultery|based on novel|fishing|isolation
11313,american football|billard|baseball bat|richard nixon|psychic power
1548,high school friends|art class|record collector|plaster|personal ad
2176,california|loss of parents|siblings|suspense|psychological thriller
2749,new york|female nudity|prison|prostitute|rape
11065,sex|jealousy|girlfriend|high school|columbine
20857,deportes
9397,grand canyon|governor|shampoo|high school teacher|fire truck
10050,theatre play|theatre group|high school|falling in love
10833,cons and scams
8489,usa|transporter|boxer|biography|muhammad
331214,world war ii|us army|war|paratroops|combat
10972,schizophrenia|lunatic asylum|psychology|supernatural powers|supernatural
11371,quebec|jewel|scepter|customs house|jewelry heist
1365,southern u.s.|waitress|parents kids relationship|overweight child|loss of child
10956,parents kids relationship|loss of parents|looking for  birth parents|meteorite|janitor
10877,corruption|scandal|shadowing|police
2575,dancing|spy|birthday|map|fireworks
1921,workaholic|dogsitter
8386,carpet|pimp|harvard university|joint|cannabis
10646,compulsive gambling|roulette|stag night|group of friends
6007,mentally disabled
11086,california|falsely accused person|prosecution|anti-communism|hollywood
12138,casino|submachine gun|hold-up robbery|elvis|reference to elvis presley
23949,shyness|alcohol|sex|jealousy|michigan
28635,sequel|djinn|lifting person in air
14034,business man|master thief|thief|ring
10016,climbing up a wall|hung upside down|flashback within a flashback|cavern|battering
10878,female nudity|harassment|class differences|gay marriage|homosexual
2779,hypnosis|independent film
11091,baby|becoming an adult|puberty|dream|drug addiction
10706,beach|mutation|transformation|aggression by animal|cockroach
12610,cold|flu|lethal virus|construction worker
10778,hairdresser|small town|con man|insurance fraud|encounter
10796,dual identity
9104,germany|corruption|sex|based on novel|investigation
24940,supermodel
10491,lover (female)|world war ii|radio transmission|leave|friendship
9799,street gang|car race|undercover|auto-tuning|los angeles
441,individual|human evolution|philosophy|sexuality|mentally disabled
9816,ballet dancer|musical|ballet
19076,marie antoinette|revenge
9517,florida|striptease|homosexuality|independent film|best friend
59940,sex|obsession|nudity|fantasy|marriage
1999,age difference|fishing|arbitrary law|conductor|ex husband
10054,double life|parents kids relationship|brother sister relationship|loss of parents|secret agent
5955,promise|murder|drawing|porcupine|pledge
13403,transvestism|gay|sex|transgender|glam rock
9991,prison|sport|amateur soccer|soccer coach
3172,prison
11090,dream|employee|car crash|scientist|police officer
7501,montana|sheriff|pile of dead bodies|money|mobster
14543,behind the scenes|fan culture|visual effect
56715,remake|alternate history|dragon|remake of french film|alternate timeline
10691,lovesickness|jealousy|parents kids relationship|love of one's life|cutting the cord
16229,depression|harvard university|rolling stone|writer|therapy
28171,islam|middle east|refugee|afghanistan|famine
10477,competition|running|career|idol|racing car
14369,manager|alcohol|races|mountains|gondola
11845,hotel room|blow job|bartender|unsimulated sex|new french extremism
27601,rape|nudity|satire|slapstick|sequel
5764,robin hood|hood|arrow|wood|arch
13496,sheriff|horse|outlaw|jesse james|cole younger
9740,venice|brain|suspense|serial killer|fbi agent
11456,menace|adoption|dangerous|adoptive father|threat to death
2084,female nudity|robbery|mail order bride|bank clerk
19405,holiday|elementary school|friends|based on tv series|summer
26290,friendship|romance|independent film|coming of age|university
4965,android|alien
32577,bank|murder|framed|cctv
20755,sport|dog
9523,infidelity|investigation|marriage crisis|police|relation
21597,castle
13503,underwear|tiger|racial segregation
12660,france|resistance|loss of lover|world war ii|nazis
26602,beach|baseball|sport|bikini|party
2171,adolescence|summer camp|independent film
10984,mobbing|success|violence against women|revenge|serial killer
11088,gold|blackmail|bank robber|jewelry|receiving of stolen goods
6935,parkour
38975,beanstalk|giant
4012,bomb|jewry|world war ii|jewish life|jew
23685,parallel worlds|organ donation|horniness agent|aftercreditsstinger
39180,dog
16550,sex|exploitation|high school|celebrity|independent film
50035,woman director
20536,baseball|sport|historical figure
18976,general|roman|army|battlefield|blood
10615,ladykiller|musical|belt|police officer|drug lord
12312,profession|karate|daughter|befÃ¶rderung|ex-wife
1783,japan|scotland|traitor|freight train|railway car
32593,woman director
